Account Number,Loyalty_Score,bonus_usage_score,Total_Score,Final_Score_Percentage,Customer_Tier,CUSTOMER_TYPE
1005616,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005617,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005618,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005619,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005620,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005621,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005622,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005623,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005624,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005625,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005626,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005627,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005628,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005629,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005630,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005631,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005632,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005633,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005634,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005635,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005636,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005637,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005638,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005639,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005640,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005641,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005642,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005643,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005644,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005645,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005646,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005647,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005648,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005649,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005650,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005651,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005652,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005653,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005654,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005655,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005656,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005657,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005658,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005659,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005660,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005661,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005662,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005663,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005664,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005665,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1005666,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005667,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005668,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005669,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005670,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005671,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005672,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005673,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005674,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005675,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005676,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005677,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005678,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005679,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005680,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005681,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005682,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005683,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005684,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005685,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005686,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005687,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005688,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005689,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005690,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005691,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005692,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1005693,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005694,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005695,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005696,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005697,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005698,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005699,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005700,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005701,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005702,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005703,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005704,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005705,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005706,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005707,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005708,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005709,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005710,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005711,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005712,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005713,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005714,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005715,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005716,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005717,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005718,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005719,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005720,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005721,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005722,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005723,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005724,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005725,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005726,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005727,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1005728,5.0,20,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005729,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005730,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005731,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005732,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005733,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005734,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005735,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005736,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005737,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005738,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005739,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005740,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005741,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005742,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005743,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005744,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005745,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005746,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005747,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005748,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005749,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005750,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005751,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005752,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005753,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005754,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005755,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005756,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005757,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005758,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005759,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005760,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005761,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005762,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005763,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005764,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005765,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005766,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005767,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005768,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005769,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005770,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005771,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005772,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005773,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005774,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005775,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005776,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005777,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005778,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005779,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005780,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005781,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005782,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005783,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005784,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005785,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005786,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005787,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005788,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005789,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005790,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005791,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005792,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005793,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005794,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005795,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005796,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005797,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005798,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005799,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005800,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005801,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005802,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005803,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005804,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005805,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005806,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005807,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005808,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005809,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005810,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005811,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005812,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005813,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005814,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005815,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005816,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1005817,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005818,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005819,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005820,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005821,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005822,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005823,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005824,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005825,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005826,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005827,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005828,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005829,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005830,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005831,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005832,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005833,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005834,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005835,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005836,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005837,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005838,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005839,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1005840,5.0,5,10.0,25.0,Tier 4 Priority Service + Incentives,Retail
1005841,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005842,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005843,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005844,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005845,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005846,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005847,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005848,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005849,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1005850,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005851,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005852,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1005853,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005854,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005855,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005856,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005857,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005858,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005859,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005860,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005861,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005862,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005863,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005864,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005865,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005866,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005867,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005868,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005869,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005870,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005871,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005872,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005873,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005874,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005875,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005876,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005877,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005878,15.0,10,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005879,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005880,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005881,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005882,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1005883,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005884,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005885,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005886,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005887,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005888,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1005889,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005890,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005891,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005892,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005893,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005894,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005895,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005896,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005897,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005898,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005899,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005900,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005901,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005902,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005903,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005904,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005905,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1005906,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005907,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005908,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005909,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005910,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005911,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005912,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005913,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005914,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005915,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005916,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005917,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005918,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005919,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005920,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005921,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005922,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005923,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005924,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1005925,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005926,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005927,5.0,5,10.0,25.0,Tier 4 Priority Service + Incentives,Retail
1005928,20.0,15,35.0,87.5,Tier 1 Priority Service,Retail
1005929,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005930,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005931,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005932,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005933,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005934,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005935,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005936,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005937,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1005938,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005939,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005940,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005941,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005942,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005943,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005944,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005945,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005946,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005947,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005948,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005949,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005950,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005951,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005952,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005953,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005954,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005955,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005956,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005957,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005958,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005959,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005960,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005961,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005962,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005963,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005964,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005965,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005966,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005967,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005968,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005969,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005970,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005971,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005972,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1005973,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
